JobTitle,Company,Location,Summary,Salary,JobUrl
Consumer Bank - Digital Engagement - Assistant Vice President,Citi,"Kowloon City, Kowloon","Assist with the creation and analysis of various reports for surveys.
Report issues with report application (query and data issues).",nan,https://hk.indeed.com/rc/clk?jk=268cd055e0faa163&fccid=5bcd1ef0a7f4fb99&vjs=3
HRIS Analyst,中國移動,Hong Kong,"Prepare data analysis reports and dashboard for business needs.
Personal data provided by applicants will be treated strictly in accordance with our personal…",nan,https://hk.indeed.com/rc/clk?jk=9702e08bfacd88cd&fccid=3e35b312a0bacf8b&vjs=3
Marketing Coordinator (Renewal Contract ),Kelly Services Hong Kong Ltd,Hong Kong,"Hands on experience in conducting data research and analysis.
To conduct research on the latest digital trend and prepare digital analysis and market…",nan,https://hk.indeed.com/rc/clk?jk=c4507077c89c6613&fccid=0514d345da24944a&vjs=3
Industry Consultant (Epidemiology) - Healthcare,SAS Institute Inc,Hong Kong,"Understanding of qualitative and quantitative data analysis, data modeling, preparing predictive models (i.e.
Experience handling patient registries, electronic…",nan,https://hk.indeed.com/rc/clk?jk=7363cfc7e7c60974&fccid=0288b34a02030660&vjs=3
"Senior Manager, Data Management & Analytics",PCCW,Hong Kong,"Have good knowledge of data analysis by using SAS / SQL programming, Qlik / Tableau and excel (VBA) skill, Data Management capacity.
To succeed in this role.",nan,https://hk.indeed.com/rc/clk?jk=cbf536e9fb4909d2&fccid=6b0d5099c7041cf0&vjs=3
Contract Staff,BOC Group Life Assurance,Hong Kong,"The incumbent will be coordinating with different parties and participating in operations transformation projects, providing support including but not limited…",nan,https://hk.indeed.com/rc/clk?jk=931f8b6a7b5df56f&fccid=7ddc241ffb3776ef&vjs=3
"New Grad - Investment Analyst, Private Capital & High Convictions Equities - Hong Kong (24 month contract)",Ontario Teachers' Pension Plan,"Central, Hong Kong Island",Look to combine data analysis techniques and organizational behaviour principles to analyse corporate business cultures across the investment spectrum.,nan,https://hk.indeed.com/rc/clk?jk=fdab03f3f3a5fba7&fccid=17bf781939cc1c3e&vjs=3
"Solution Architect, Master Data Management",Clever Age,Hong Kong,"Lead and contribute to problem solving and solutioning activities relating to data models, functional data flows, product lifecycle management, and other data…",nan,https://hk.indeed.com/rc/clk?jk=46747bda4502f6d5&fccid=141a0847a8a00076&vjs=3
電腦程式員/系統分析員,日達人事管理有限公司,Hong Kong Island,"Perform in-house system implementation / development, e.g. system analysis and design, system development / programming, system test, data conversation etc…",nan,https://hk.indeed.com/rc/clk?jk=0c3cc3e0ae117b45&fccid=c1b2e9896c71f6f7&vjs=3
Program Coordinator (Eldercare),Generation Initiative,Hong Kong,Support the building and deepening of employer relationships – which includes meeting employers for understanding the requirements and concerns regarding…,nan,https://hk.indeed.com/rc/clk?jk=03ab2b0c98ff4f28&fccid=936a4886b1053dba&vjs=3
ESG Consultant/ Assistant Consultant (Sustainability Department; Full-time),Allied Environmental Consultants,Hong Kong,"Conduct ESG benchmarking, due diligence and gap analysis.
Establish and manage tailor-made data collection system with different clients.",nan,https://hk.indeed.com/rc/clk?jk=04a8885f0277e2eb&fccid=e2d1bf42f74d6466&vjs=3
"Industrial Placement 2021, Global Research, Hong Kong",UBS,Hong Kong,"Analyze data from websites, publications and our internal database.
Prepare analysis for the sales team and other research users.
And all the support functions.",nan,https://hk.indeed.com/rc/clk?jk=5fc6a6316f5ccbb3&fccid=1c76c3a36f6c7557&vjs=3
Medical Insights Specialist - HSBC Life,HSBC,"Kowloon City, Kowloon","Compile and organize data for medical, underwriting and claims analysis and interpretation.
We harness the latest data and technology solutions to achieve…",nan,https://hk.indeed.com/rc/clk?jk=6be39ab71bed5050&fccid=04c9b139c84ea1b5&vjs=3
"Assistant Vice President, Credit",Sun Hung Kai Financial,Hong Kong,"Under the Personal Data (Privacy) Ordinance, you may request access to, and / or correction of your personal data in relation to your application.",nan,https://hk.indeed.com/rc/clk?jk=113f9cf49c35bfb9&fccid=f2ad7ec081a65a25&vjs=3
Senior Marketing Executive - IT&T sector (Ref: IT-84-200826),Premier Aegis Recruitment,Hong Kong,"Monitor competitors’ activities and the market trends and conduct pricing analysis.
Tracking progress and measure success by coordinating and collecting data…",nan,https://hk.indeed.com/rc/clk?jk=a232b21258d76e2d&fccid=db8a01e07abe05f0&vjs=3
Human Capital Data and Process Specialist / Data Steward,PwC,Hong Kong,"Validate data and analysis for accuracy and relevance.
Our Systems, Reporting and Analysis, team manages all aspects of PwC’s Human Capital technology,…",nan,https://hk.indeed.com/rc/clk?jk=e405a58b5f040bb7&fccid=5e964c4afc56b180&vjs=3
Machine Learning Engineer / Data Scientist,Hong Kong Broadband Network,Hong Kong,"Perform data analysis tasks such as webchat / speech conversation analysing, customer behaviour detection, product recommendation.",nan,https://hk.indeed.com/rc/clk?jk=b1f4089963711570&fccid=74f2f231c829a39e&vjs=3
Full Stack Marketing Intern,A.S. Watson Group,"Fo Tan, New Territories","Tracks marketing strategy results closely and creates detailed reports with data analysis and other feedback.
A typical day in this Role:",nan,https://hk.indeed.com/rc/clk?jk=57be6032c6f91d4f&fccid=1f593f8528f0c819&vjs=3
TRAINEE: Credit Analyst,Société Générale,Hong Kong,"Monitor credit exposure, concentration risk, verify data accuracy, credit commitment and outstanding.
Strong knowledge of credit analysis (solid understanding…",nan,https://hk.indeed.com/rc/clk?jk=c3727eb76e740d62&fccid=df6948c9b8da6236&vjs=3
HR Analyst,Dairy Farm,"Quarry Bay, Hong Kong Island","Support HR data projects by conducting in-depth industry benchmarking, company and market trend research, and peer analysis analysis.",nan,https://hk.indeed.com/rc/clk?jk=6c751a432891bd34&fccid=9ee391c71139a16a&vjs=3
Contract Business Analyst,BOC Group Life Assurance,Hong Kong,"Prepare various business analysis, market intelligence and management reports.
Experience with complex data from multiple source, database marketing and…",nan,https://hk.indeed.com/rc/clk?jk=1f6bf3a1e3209d97&fccid=7ddc241ffb3776ef&vjs=3
Senior Research Assistant,Hong Kong Baptist University,Hong Kong,"(iii) Data analysis and presentation;
The appointee will assist in following duties:
(iv) Preparation of academic publications and reports.",nan,https://hk.indeed.com/rc/clk?jk=198272003e21aca0&fccid=81fd938cb6919dd1&vjs=3
Accounts & Administration Clerk,Gainco Technology,"Kwai Chung, New Territories","Handle general accounting entries, data input and filing;
Assist in preparing month-end closing reports and analysis;
Prepare and process invoices for payment;",nan,https://hk.indeed.com/rc/clk?jk=cf685aaaf1f5944d&fccid=456508da02542635&vjs=3
"Content Marketer, Hong Kong (12 Month Contract)",Bloomberg,Hong Kong,"Aggregate data from primary platform metrics and interpret data into macro dashboards.
Analytical expertise in assessing digital trends and campaign analysis.",nan,https://hk.indeed.com/rc/clk?jk=a5f3476a20a4ca9b&fccid=f770da67b3b51c62&vjs=3
"Intern, Controlling, Petrochemicals Asia Pacific (Management Reporting & Cost Controlling)",BASF Asia Pacific,Hong Kong,"Having experience in digitalization and/or data management are beneficial.
Assisting the regional controller on product costs/ fixed costs reporting and…",nan,https://hk.indeed.com/rc/clk?jk=518783b5b25c21de&fccid=38313780e9822361&vjs=3
"Process Consultant - HSBC Operations, Services and Technology",HSBC,"Cheung Sha Wan, Kowloon","Strong problem solving skills using end to end process reviews and data driven analysis.
Personal data held by the Bank relating to employment applications will…",nan,https://hk.indeed.com/rc/clk?jk=ef6397c8d49f51d2&fccid=04c9b139c84ea1b5&vjs=3
"Assistant Vice President, Governance & Controls, Institutional Banking Group COO Office",DBS Bank,Hong Kong,"Good data analytical skills (Knowledge in using and/or developing data governance/ analytics/ reporting tools/ big data (e.g.
AML/ KYC, Risk Management etc.).",nan,https://hk.indeed.com/rc/clk?jk=65bafde2cb71c706&fccid=cc1f9ea511d140fe&vjs=3
產品數據分析師,中国太平保险(香港)有限公司,Hong Kong,"Product experience analysis and statistical modelling;
Provide support in market research and competition analysis.
Assist in project study and development;",nan,https://hk.indeed.com/rc/clk?jk=f3d598cab9666e55&fccid=6c24e9699d4e175f&vjs=3
Senior Project Analyst,Kum Shing Group,Hong Kong,"Analyze cost data, prepare management reports and business analysis;
Consolidate cost data for expenditures controlling, monitor project performance and…",nan,https://hk.indeed.com/rc/clk?jk=cb6f470cee0d633c&fccid=0208fc650dd01572&vjs=3
Contract AP Representative II,Avnet,"Kowloon Bay, Kowloon","May participate in special projects such as compiling, preparing and distributing financial reports, assisting with data analysis and problem resolution, and…",nan,https://hk.indeed.com/rc/clk?jk=85b67e8f0da26234&fccid=763e264769106301&vjs=3
Assistant Vice President - Listing (Listed Issuer Regulation - IT and RegTech) (12-Month Contract),Hong Kong Exchange,Hong Kong,"Financial information, stock price and trading data, data of entities or personnel related to listed companies) by applying statistical techniques and/or using…",nan,https://hk.indeed.com/rc/clk?jk=265e31e9cacbfc90&fccid=8a01ef68fc07d03e&vjs=3
Data Scientist - Big Data,Michael Page HK,Hong Kong Island,"Prior working experience in data analysis, modeling, AI, or operational research of 2 years minimum.
Analyze big data for modelling purposes.",nan,https://hk.indeed.com/rc/clk?jk=b1e5e8f6760064fb&fccid=77087bd1709a8148&vjs=3
業務分析主任(8個月),Hong Kong Housing Society,Hong Kong,Perform business analysis tasks like analysis and documentation of business requirements and coordination of development efforts.,nan,https://hk.indeed.com/rc/clk?jk=e50b220f3893cc52&fccid=c80693056523f9ce&vjs=3
Accounts Clerk,Group81 Co. Ltd,"Kwun Tong, Kowloon","Prepare various accounting reports, assist in financial analysis, year-end audit, etc.
Responsible for handling general accounting duties, accounting entry,…",nan,https://hk.indeed.com/company/Group81-Co.-Ltd/jobs/Account-Clerk-75cd16a145394b41?fccid=f8371ac3a0cb0130&vjs=3
Head of Trade Operations,Cemcoa,Hong Kong,"Coordinate with IT to upgrade/implement automation of data, processes and workflow.
Provide monthly tonnage reports, and other insight reports and analysis for…",nan,https://hk.indeed.com/rc/clk?jk=f37283c48b85f5b9&fccid=f259b9ff452ae65f&vjs=3
"R&D Manager, Intelligent System",Hong Kong Productivity Council,Hong Kong,"Personal data collected will be used for recruitment purpose only.
Lead R&D activities related to intelligence like Big data / Artificial Intelligence (A.I.).",nan,https://hk.indeed.com/rc/clk?jk=6d05ac4a09e3fffe&fccid=623383baa47ee843&vjs=3
"Team Head, Strategic Business Planning, Process, Governance & Control, Consumer Banking",DBS Bank,Hong Kong,"Prepare all necessary data / info required by auditors with support from other teams.
Financial needs analysis for insurance sales and continue enhancement of…",nan,https://hk.indeed.com/rc/clk?jk=9f88b39ddb0c3cee&fccid=cc1f9ea511d140fe&vjs=3
BA - Online Trading,Manpower Services (Hong Kong) Limited,Hong Kong,"Minimum of 2 years’ working experience in Business Analysis, Customer Journey Design, Product Analysis, Requirement Analysis & Gathering, Technical design, and…",nan,https://hk.indeed.com/rc/clk?jk=fa1774320156a4f5&fccid=9229bd4dcc302ec4&vjs=3
"Director, Strategy and Alignment, Regions Compliance",Standard Chartered,Hong Kong,"Provide regional oversight of / implementation of data governance initiatives in countries in Region covering client confidentiality, data privacy and document…",nan,https://hk.indeed.com/rc/clk?jk=b44aae9e9d824598&fccid=5249cd8e17163cb5&vjs=3
Junior Analyst (Reputational Due Diligence)- Fluency in Japanese & English,BLUE UMBRELLA LIMITED,"Quarry Bay, Hong Kong Island",Accurately summarize the collected data and present them in a English report applying in-house style and assist in its refinement.,nan,https://hk.indeed.com/company/BLUE-UMBRELLA-LIMITED/jobs/Junior-Analyst-93a804740c147a44?fccid=2025774e78adcc55&vjs=3
"Officer, Center of Excellence (HKMA Banking Talent Programme)",DBS Bank,Hong Kong,"Evaluate centralization opportunities to create synergy and improve data integrity.
Provide timely & high quality financial management analysis to the relevant…",nan,https://hk.indeed.com/rc/clk?jk=f58426504c180f6e&fccid=cc1f9ea511d140fe&vjs=3
Assistant Officer/Assistant-Research & Development,Nissin Foods,Hong Kong,"Perform general clerical support/routine tests, namely sensory tests under close supervision to generate accurate data for analysis.",nan,https://hk.indeed.com/rc/clk?jk=1428bfe3ee67256a&fccid=e38d7d00032ca233&vjs=3
Senior Application Support Level 2,EcoVadis,Hong Kong,"Ability to read and interpret data from online monitoring tools (MS Azure Insights, Newrelic).
Advocate for customer needs by sharing feedback with the…",nan,https://hk.indeed.com/rc/clk?jk=b9ee9b2af6d5772b&fccid=9987ae10227eb85e&vjs=3
Senior Manager / Manager - CRM Data Analytics,Sun Hung Kai Properties,Hong Kong,"Work closely with IT teams to ensure relevant data mapping and effective use of data.
Support the execution of data management and analytics strategy including…",nan,https://hk.indeed.com/rc/clk?jk=6de67ccb20ac2fc0&fccid=d0c0bf161993feaa&vjs=3
Investment Associate,Nan Fung Group,"Central, Hong Kong Island","Manage data collection, organization and analysis of potential acquisitions;
Conduct financial analysis, business modeling and pre-deal evaluation to provide…",nan,https://hk.indeed.com/rc/clk?jk=a913087397d2b522&fccid=60ce1b0e6b6aa144&vjs=3
Senior Quant Researcher,Eclipse Trading,Hong Kong,"At Eclipse, we process hundreds of millions of data points per day, and the size and variety of data always grows.
Good command of spoken and written English.",nan,https://hk.indeed.com/rc/clk?jk=f89ee6e50ea45cc4&fccid=463d1294d7a31741&vjs=3
Customer Advocate,Vizrt,Hong Kong,"Click here to read about our online privacy and personal data policies.
Vizrt is the worldwide market leader in the areas of real-time 3D graphics, studio…",nan,https://hk.indeed.com/rc/clk?jk=a49d6880babd463a&fccid=4e66b156bacc8b8b&vjs=3
UI Designer,中國移動,Hong Kong,Personal data provided by applicants will be treated strictly in accordance with our personal data policy and for recruitment purposes only.,nan,https://hk.indeed.com/rc/clk?jk=3bf87b61e29a1e03&fccid=3e35b312a0bacf8b&vjs=3
"Head, Financial Reporting",West Kowloon Cultural District Authority,Hong Kong,"Data collected will only be used for job application process.
Oversee the preparation of financial management reports and analysis to the Board, Committees and…",nan,https://hk.indeed.com/rc/clk?jk=6ab38dd697e211f1&fccid=9db0f1fd676e927b&vjs=3
Behavior Therapist,Kids Connect,Hong Kong,"Perform data collection and data analysis to make relevant clinical actions or decisions.
Kids Connect is a reputable company that supports the development of…",nan,https://hk.indeed.com/rc/clk?jk=7cd3af9757293771&fccid=b84c911bcf57dbcb&vjs=3
"Global Controlling, Dispersions & Pigments Asia Pacific Intern (Computer Science and IT Related)",BASF (HK),Hong Kong,"Support Controlling team in preparation of financial analysis and monthly data upload for forecasting.
Support data modelling in Alteryx or other ETL tools.",nan,https://hk.indeed.com/rc/clk?jk=cb55a891873f029b&fccid=c68a84e28f8057b1&vjs=3
Senior Research Assistant/ Research Assistant I/Research Assistant II,Hong Kong University,"Pok Fu Lam, Hong Kong Island","And experience in collecting data in schools/universities.
He/She will undertake key responsibilities in supporting the research design, data collection,…",nan,https://hk.indeed.com/rc/clk?jk=40d255f66d906f68&fccid=4101b27de861d291&vjs=3
ASSISTANT ACCOUNTANT,Belden,Hong Kong,"##Provide financial data to internaland external users upon request.
Maintain routine accounting General Ledger functions and general accounting tasks for multi…",nan,https://hk.indeed.com/rc/clk?jk=b8aba5b6cd7f6099&fccid=b6c00f3d4ccd2655&vjs=3
Junior Buyer/ Senior Buyer (Retail/ FMCG),RecruitFirst Limited,Hong Kong,"Conduct data analysis and product review to understand market dynamics and identify market opportunities.
Drive and implement business strategies to build the…","$30,000 - $36,000 a month",https://hk.indeed.com/company/RecruitFirst/jobs/Junior-Buyer-f9c1496a28958b0b?fccid=2d6abcbca8e49976&vjs=3
Business Analyst,BOC Group Life Assurance,Hong Kong,"Strong data analytical skills and the ability to operate effectively with ambiguous and incomplete data.
The incumbent will be responsible for collaborating…",nan,https://hk.indeed.com/rc/clk?jk=629507eafee162da&fccid=7ddc241ffb3776ef&vjs=3
Asian HY Credit Analyst – buyside,SIRIUS Partners Ltd,Hong Kong,"Analyze economic and market data, industry trends, issuer credit quality and security characteristics to support investment decisions.",nan,https://hk.indeed.com/rc/clk?jk=0891ee4561307399&fccid=5d898ab80c3f3e38&vjs=3
高級項目主任/ 項目助理,小可能有限公司,"Tuen Mun, New Territories","Conduct desktop research and data analysis;
Handle customer enquiries and co-ordinate online and offline marketing assignments;
Perform other ad hoc tasks.",nan,https://hk.indeed.com/rc/clk?jk=0f21f4e730dc2877&fccid=a0ea7f225b769ca6&vjs=3
"Actuary, M&A / Corporate Development / Investments",Bowen Partners,Hong Kong,"Perform analysis, financial modelling, valuations, project data gathering.
Solid numerical analysis and writing skills.",nan,https://hk.indeed.com/rc/clk?jk=a8e1f90a3eb4050b&fccid=f9d46944d5d323c5&vjs=3
System Architect (Azure) - IC,Classy Wheeler,"Quarry Bay, Hong Kong Island","Solid experience with end-to-end bespoke application development lifecycle including requirement analysis, application design, coding, testing, data conversion,…",nan,https://hk.indeed.com/rc/clk?jk=0b41adcd2b020086&fccid=7e57982cb894da40&vjs=3
跟單文員,IRONSTEEL LIMITED,"Kwun Tong, Kowloon","Handle issue daily Sales invoice, logistic & administration support, assit the sales team to process local customer enquiries by phone, fax, internet and email…",nan,https://hk.indeed.com/rc/clk?jk=11b8bc84e868ffc8&fccid=95917f63731998ad&vjs=3
Compliance Analyst,Checkout.com,Hong Kong,As a Compliance Analyst you will be is dealing with our existing customers’ requests and perform related analysis on several aspects:,nan,https://hk.indeed.com/rc/clk?jk=fedfe00dd50e1df1&fccid=a14326eb59ec50db&vjs=3
"Intern, Global Strategic Marketing, Additives",BASF Asia Pacific,Hong Kong,"Work on current market data, perform market analysis and competitive analysis.
We are a leading chemical company, with the best teams developing intelligent…",nan,https://hk.indeed.com/rc/clk?jk=6a68ad04c2dbe165&fccid=38313780e9822361&vjs=3
Digital Marketing Specialist,Chill Design Limited,"Ngau Tau Kok, Kowloon","Hands on knowledge social media / SEO tools / SEM / data analysis / google ads/ Chatbot.
Manage social media advertising like FB/IG/Twitter/ Google/LinkedIn…","$15,000 - $18,000 a month",https://hk.indeed.com/company/CHILL-DESIGN-LIMITED/jobs/Digital-Marketing-Specialist-204fe44d289d1df9?fccid=44cd550b6293433d&vjs=3
AI mobile developer,String Dynamic Ltd,"Hong Kong Science Park, New Territories","Hands-on experience on developing mobile system with data analysis knowledge.
Design mobile frontend systems with AI for image and audio.",nan,https://hk.indeed.com/company/String-Dynamic-Ltd/jobs/Ai-Mobile-Developer-40e03f86b9502911?fccid=e9bc813a59691e0e&vjs=3
HR Administrator,Manpower Services (Hong Kong) Limited,Hong Kong Island,"Prepare data and reports for analysis in timely and accurate manner.
Assist in all round administration duties.
Assist in ad-hoc tasks as required.",nan,https://hk.indeed.com/rc/clk?jk=1a205a49321a7d27&fccid=9229bd4dcc302ec4&vjs=3
Finance Manager,Find Asia,"Kwai Tsing District, New Territories","Manage a team of 4, Preparation, analysis and further explanation of monthly accounts and KPI analysis.
Strong analytical skills and the ability to interpret…",nan,https://hk.indeed.com/rc/clk?jk=8172ca208c95b222&fccid=1827839dae28141b&vjs=3
Senior Valuer/ Valuer,艾華迪集團,Hong Kong,"Handle HK, PRC & overseas property valuation works including market research, data analysis, modelling and report preparation.",nan,https://hk.indeed.com/rc/clk?jk=7f01a5bb43e6fea7&fccid=60c05d75e529fc04&vjs=3
Data Analytics Manager - Machine Learning / AI,Hays,Hong Kong,"Perform the big data analytics processes on massive data sets from different data sources:
5+ years of relevant working experience in data analytics field as…",nan,https://hk.indeed.com/rc/clk?jk=bb60615b34ff361b&fccid=31670bef3ae6497b&vjs=3
"Business Optimization Manager, Hong Kong",AlignTech,"Causeway Bay, Hong Kong Island","Areas of analysis include but are not limited to;
Business Optimization – With the support of a data analyst perform and deliver deep analyses of practices and…",nan,https://hk.indeed.com/rc/clk?jk=64abfe7ac9bc0295&fccid=fcc128f18b99c74b&vjs=3
eDiscovery Engineer (Digital Forensics),100x Group,Hong Kong,"You will work closely, hand in hand with our data science team to ensure data is available and accurate for discovery purposes.",nan,https://hk.indeed.com/rc/clk?jk=2513303a9cd8136a&fccid=1c6963f4c20c0bae&vjs=3
Application Software Engineer (C#.Net),CL Smart Sourcing Limited,Hong Kong,"Experience in performing data process, data integration design and data warehouse modeling.
Assist in system analysis on user requirements and system…",nan,https://hk.indeed.com/rc/clk?jk=198ade9d02a8abb6&fccid=93c0507d2d986ccf&vjs=3
Senior Marketing Officer,Maxim's Caterers Limited,Hong Kong,"Analytical mind with know-how in conducting data analysis.
All applications and data collected will be treated in strict confidence and used exclusively for…",nan,https://hk.indeed.com/rc/clk?jk=9c1384bc345f486c&fccid=55411e3d5ab2e797&vjs=3
Administration Officer,Shun Lee Building Materials and Sanitary Wares Lim...,Hong Kong,"Manage and prepare various business and data analysis reports;
Oversee the operation of the Administration Department;
Liaise with IT outsourced contractor;",nan,https://hk.indeed.com/rc/clk?jk=4b3e84467c79971b&fccid=81ad16c148ba6254&vjs=3
Assistant Promotions & Marketing Manager (Ref.: CRM & Retail Marketing Focus),Kelly Services Hong Kong Ltd,Hong Kong,Prepare client data analysis report and come up with insights to evaluate effectiveness of various loyalty initiatives.,nan,https://hk.indeed.com/rc/clk?jk=abef9509a2bc17f2&fccid=0514d345da24944a&vjs=3
Product Manager,Kelly Services Hong Kong Ltd,Hong Kong,"Perform business and data analysis, and identify business drivers and opportunities.
Knowledge in internet, technology or multimedia, especially in SEO, SMO and…",nan,https://hk.indeed.com/rc/clk?jk=097875583c3c0c9b&fccid=0514d345da24944a&vjs=3
Research Executive,Aristo Market Research &Consulting Company Limited,Hong Kong,"Professional Services (Business Analysis / Data Analysis).
Actively participate in data analysis and insight generation to provide high quality and actionable…",nan,https://hk.indeed.com/rc/clk?jk=d1761589e95d95e7&fccid=67984668d80b41b4&vjs=3
Data Analyst - Multiple roles with various Financial Services,Michael Page HK,Hong Kong Island,"Work experience in data modelling / analysis.
Perform data analysis duties with the use of reporting tools or database.
SQL or Python or R or other BI tools.",nan,https://hk.indeed.com/rc/clk?jk=27dadc0a825250a6&fccid=77087bd1709a8148&vjs=3
Business Analyst,Weave Services,Hong Kong,"Carry out research, data collection and conduct complex analysis.
Working within a team of talented consultants, you will support a work stream through advanced…",nan,https://hk.indeed.com/rc/clk?jk=0e103b355a22a54b&fccid=5ba3ae0c862f104d&vjs=3
Part-time Material / Chemistry Researcher on Creeping of Rubber Material,Wilson Acoustics Limited,"Sha Tin, New Territories","To conduct literature survey on laboratory data and analysis of creep behavior on NBR and EPDM.
To summarize the obtained data in graph and table format (creep…",$100 - $150 an hour,https://hk.indeed.com/company/Wilson-Acoustics-Ltd/jobs/Part-Time-Material-88cce7a5957d287f?fccid=2de2f2899ca4f5ed&vjs=3
Senior Research Assistant,Hong Kong University,"Pok Fu Lam, Hong Kong Island","The appointee will curate data from vaccine studies in Hong Kong, and conduct routine and exploratory data analyses.
School of Public Health (22400).",nan,https://hk.indeed.com/rc/clk?jk=c7c39d5e2ac7d080&fccid=4101b27de861d291&vjs=3
Marketing Executive,LGN Fitness,"Sheung Wan, Hong Kong Island","Perform market analysis, research & study, and data input.
Looking for an experimental creative, ""out-of-the-box thinking"" marketing teammate that will focus on…","$5,000 - $10,000 a month",https://hk.indeed.com/company/LGN-Fitness/jobs/Marketing-Executive-bda92a3d6303cdd3?fccid=34509af43cd3a8bb&vjs=3
"Assistant Manager, Data & API",AXA Hong Kong Life and General Insurance,Hong Kong,"Manage a group of application specialists and consultants in order to perform application analysis, design, development (where applicable) and quality assurance…",nan,https://hk.indeed.com/rc/clk?jk=3be9032ca1e1b60f&fccid=753062d67d31c43a&vjs=3
Recruitment Consultant (Part Time),Wecruit Consultancy Limited,Hong Kong,"(Personal data collected will be used for recruitment purpose only.
Wecruit Consultancy Limited (WCL) (EA License No.
Please feel free to contact us at.",nan,https://hk.indeed.com/rc/clk?jk=d4acef654b999264&fccid=2df9fa1937e1eb61&vjs=3
Data Analytics & CRM manager (35k-45k),Hays,Hong Kong,"Identify business opportunities and extract insights from in-depth analysis of the business and customer data, and analysis of market data.",nan,https://hk.indeed.com/rc/clk?jk=a3d8a27523fb2fe6&fccid=31670bef3ae6497b&vjs=3
Research Nurse (CCGT - Tech-003),TR at CUHK,"Hong Kong Science Park, New Territories","(c) perform blood-taking, data documentation and data analysis.
(a) assist in clinical research projects at the Prince of Wales Hospital in Shatin;",nan,https://hk.indeed.com/company/TR-at-CUHK/jobs/Research-Nurse-1e1707b9789a62a9?fccid=703573c7c72f70de&vjs=3
Officer (Accounting and Administration),Property Management Services Authority,"Wan Chai, Hong Kong Island","Personal data provided by applicants will be used for recruitment-related purpose.
Reporting to the Senior Officers the appointee will be required to:",nan,https://hk.indeed.com/rc/clk?jk=76a8ebe16f44f492&fccid=697750ee4004335a&vjs=3
Actuarial Analyst – Technical Actuarial,Bupa (Asia) Limited,Hong Kong,"Ensure quality of data in database and reporting system.
Personal data collected will be used for recruitment purposes only.
Provide guidance to junior staff.",nan,https://hk.indeed.com/rc/clk?jk=56224d55e066732b&fccid=18a7374fde10337f&vjs=3
Business Development Manager/ress,GO SHARE LIMITED,"Sheung Wan, Hong Kong Island","Conduct research & analysis of market data to identify business growth;
Explore new sales network to achieve target;
Able to read & write Chinese ;",nan,https://hk.indeed.com/rc/clk?jk=65cee3b930fe04b7&fccid=d2bac2190983ccda&vjs=3
Regional ICT4D Solutions Engineer,Catholic Relief Services,"Central, Hong Kong Island","Good understanding of data modeling.
Ability to create conceptual and logical data model based on requirements.
Regional ICT4D Solutions Engineer - (200000H6).",nan,https://hk.indeed.com/rc/clk?jk=64fdc89392848520&fccid=ca22778df9c81cc2&vjs=3
Procurement Manager,LEE KEE GROUP,"Tai Po District, New Territories","Detail minded, well organized and competent in data analysis and presentations;
Risk Management - Inventory level control, price exposure management, strategic…",nan,https://hk.indeed.com/rc/clk?jk=f15fbbdc0d835750&fccid=bf88aaf9f28330d8&vjs=3
Sustainability Officer,Easy Job Centre,"Cheung Sha Wan, Kowloon","Responsible for data collection, analysis and reporting to help internal and external stakeholders understand the Company’s progress in the sustainability space…",nan,https://hk.indeed.com/rc/clk?jk=2c49d9970fe3075d&fccid=9569c3c2b5b79e0e&vjs=3
"Personal Assistant to Chief Operating Officer, Asia",APASS International,"Quarry Bay, Hong Kong Island","To perform data analysis and assist in the preparation of business reports, budget plans or presentations for clients’ meeting or internal use;",nan,https://hk.indeed.com/rc/clk?jk=c741a107a41aacaa&fccid=f55e3ef53de5d677&vjs=3
"Biomedical Engineer, Biocompatible silicone materials & Ergonomics",Tech Hill,"Sha Tin, New Territories","Modelling and analysis software experience with MATLAB, Minitab, JMP, or equivalent.
Personal data provided by applicants will be used for consideration of an…",nan,https://hk.indeed.com/rc/clk?jk=d91675983d5cbc70&fccid=6c38301e5b6549d6&vjs=3
Actuarial Intern,AXA Hong Kong Life and General Insurance,Hong Kong,"Support the regular valuation report preparation, exposure to valuation process including reserve calculation, embedded value calculation, data validation,…",nan,https://hk.indeed.com/rc/clk?jk=bae89cb6891cca87&fccid=753062d67d31c43a&vjs=3
Business Analyst,Chiyu Banking Corporation Limited 集友銀行,"Central, Hong Kong Island","Familiar with system development life cycle, data flow and UAT process.
Minimum 3 years’ relevant working experience in development of IT systems with at least…",nan,https://hk.indeed.com/rc/clk?jk=da0ef688124337d5&fccid=ba3b0e4ec36839e6&vjs=3
